Source;Target;Type
Courtship;Death in poetry;Undirected
Sailors;Courtship;Undirected
Sailors;Death in poetry;Undirected
Evangelists;Revival hymns;Undirected
Ward, John, Captain;Rainbow (Bark);Undirected
Ward, John, Captain;Pirates;Undirected
Ward, John, Captain;Seafaring life;Undirected
Ward, John, Captain;Naval battles;Undirected
Ward, John, Captain;Wood-engraving, American;Undirected
Ward, John, Captain;Great Britain;Undirected
Rainbow (Bark);Pirates;Undirected
Rainbow (Bark);Seafaring life;Undirected
Rainbow (Bark);Naval battles;Undirected
Rainbow (Bark);Wood-engraving, American;Undirected
Rainbow (Bark);Great Britain;Undirected
Pirates;Rainbow (Bark);Undirected
Pirates;Seafaring life;Undirected
Pirates;Naval battles;Undirected
Pirates;Wood-engraving, American;Undirected
Pirates;Great Britain;Undirected
Seafaring life;Rainbow (Bark);Undirected
Seafaring life;Pirates;Undirected
Seafaring life;Naval battles;Undirected
Seafaring life;Wood-engraving, American;Undirected
Seafaring life;Great Britain;Undirected
Naval battles;Rainbow (Bark);Undirected
Naval battles;Pirates;Undirected
Naval battles;Seafaring life;Undirected
Naval battles;Wood-engraving, American;Undirected
Naval battles;Great Britain;Undirected
Wood-engraving, American;Rainbow (Bark);Undirected
Wood-engraving, American;Pirates;Undirected
Wood-engraving, American;Seafaring life;Undirected
Wood-engraving, American;Naval battles;Undirected
Wood-engraving, American;Great Britain;Undirected
Revivals;Camp meetings;Undirected
Murder;Infanticide;Undirected
Murder;Death in poetry;Undirected
Infanticide;Death in poetry;Undirected
Peevee, Richard;Murder;Undirected
Peevee, Richard;Naval offenses;Undirected
Peevee, Richard;Tortur;Undirected
Peevee, Richard;Executions and executioners;Undirected
Peevee, Richard;Death in poetry;Undirected
Murder;Naval offenses;Undirected
Murder;Tortur;Undirected
Murder;Executions and executioners;Undirected
Murder;Death in poetry;Undirected
Naval offenses;Murder;Undirected
Naval offenses;Tortur;Undirected
Naval offenses;Executions and executioners;Undirected
Naval offenses;Death in poetry;Undirected
Tortur;Murder;Undirected
Tortur;Naval offenses;Undirected
Tortur;Executions and executioners;Undirected
Tortur;Death in poetry;Undirected
Executions and executioners;Murder;Undirected
Executions and executioners;Naval offenses;Undirected
Executions and executioners;Tortur;Undirected
Executions and executioners;Death in poetry;Undirected
Peevee, Richard;Murder;Undirected
Peevee, Richard;Naval offenses;Undirected
Peevee, Richard;Tortur;Undirected
Peevee, Richard;Executions and executioners;Undirected
Peevee, Richard;Death in poetry;Undirected
Murder;Naval offenses;Undirected
Murder;Tortur;Undirected
Murder;Executions and executioners;Undirected
Murder;Death in poetry;Undirected
Naval offenses;Murder;Undirected
Naval offenses;Tortur;Undirected
Naval offenses;Executions and executioners;Undirected
Naval offenses;Death in poetry;Undirected
Tortur;Murder;Undirected
Tortur;Naval offenses;Undirected
Tortur;Executions and executioners;Undirected
Tortur;Death in poetry;Undirected
Executions and executioners;Murder;Undirected
Executions and executioners;Naval offenses;Undirected
Executions and executioners;Tortur;Undirected
Executions and executioners;Death in poetry;Undirected
Peevee, Richard;Murder;Undirected
Peevee, Richard;Naval offenses;Undirected
Peevee, Richard;Tortur;Undirected
Peevee, Richard;Executions and executioners;Undirected
Peevee, Richard;Death in poetry;Undirected
Murder;Naval offenses;Undirected
Murder;Tortur;Undirected
Murder;Executions and executioners;Undirected
Murder;Death in poetry;Undirected
Naval offenses;Murder;Undirected
Naval offenses;Tortur;Undirected
Naval offenses;Executions and executioners;Undirected
Naval offenses;Death in poetry;Undirected
Tortur;Murder;Undirected
Tortur;Naval offenses;Undirected
Tortur;Executions and executioners;Undirected
Tortur;Death in poetry;Undirected
Executions and executioners;Murder;Undirected
Executions and executioners;Naval offenses;Undirected
Executions and executioners;Tortur;Undirected
Executions and executioners;Death in poetry;Undirected
Murder;Infanticide;Undirected
Murder;Retribution in literature;Undirected
Murder;Ballads, English;Undirected
Murder;Wood-engraving, American;Undirected
Infanticide;Retribution in literature;Undirected
Infanticide;Ballads, English;Undirected
Infanticide;Wood-engraving, American;Undirected
Retribution in literature;Infanticide;Undirected
Retribution in literature;Ballads, English;Undirected
Retribution in literature;Wood-engraving, American;Undirected
Ballads, English;Infanticide;Undirected
Ballads, English;Retribution in literature;Undirected
Ballads, English;Wood-engraving, American;Undirected
Wood-engraving, American;Women soldiers;Undirected
Wood-engraving, American;Humorous poetry;Undirected
Wood-engraving, American;Single women;Undirected
Women soldiers;Humorous poetry;Undirected
Women soldiers;Single women;Undirected
Humorous poetry;Women soldiers;Undirected
Humorous poetry;Single women;Undirected
Gould, Polly;Death in poetry;Undirected
Gould, Polly;Future life;Undirected
Death in poetry;Future life;Undirected
Almanacs, American;Almanacs;Undirected
Theology;Missions;Undirected
Leonard, Thomas, 1641-1713;Elegiac poetry;Undirected
Murder;Admonitory verses;Undirected
Murder;Conflict (Psychology) in literature;Undirected
Murder;Virginity;Undirected
Admonitory verses;Conflict (Psychology) in literature;Undirected
Admonitory verses;Virginity;Undirected
Conflict (Psychology) in literature;Admonitory verses;Undirected
Conflict (Psychology) in literature;Virginity;Undirected
Murder;Admonitory verses;Undirected
Murder;Conflict (Psychology) in literature;Undirected
Murder;Virginity;Undirected
Admonitory verses;Conflict (Psychology) in literature;Undirected
Admonitory verses;Virginity;Undirected
Conflict (Psychology) in literature;Admonitory verses;Undirected
Conflict (Psychology) in literature;Virginity;Undirected
Men;Business ethics;Undirected
Men;Protest poetry;Undirected
Men;United States;Undirected
Business ethics;Protest poetry;Undirected
Business ethics;United States;Undirected
Protest poetry;Business ethics;Undirected
Protest poetry;United States;Undirected
Society of Friends;Conscientious objectors;Undirected
Society of Friends;United States;Undirected
Conscientious objectors;United States;Undirected
Seafaring life;Sea poetry;Undirected
Seafaring life;Storms;Undirected
Seafaring life;Patriotic poetry;Undirected
Seafaring life;Wood-engraving, American;Undirected
Seafaring life;United States;Undirected
Seafaring life;Boston;Undirected
Sea poetry;Storms;Undirected
Sea poetry;Patriotic poetry;Undirected
Sea poetry;Wood-engraving, American;Undirected
Sea poetry;United States;Undirected
Sea poetry;Boston;Undirected
Storms;Sea poetry;Undirected
Storms;Patriotic poetry;Undirected
Storms;Wood-engraving, American;Undirected
Storms;United States;Undirected
Storms;Boston;Undirected
Patriotic poetry;Sea poetry;Undirected
Patriotic poetry;Storms;Undirected
Patriotic poetry;Wood-engraving, American;Undirected
Patriotic poetry;United States;Undirected
Patriotic poetry;Boston;Undirected
Wood-engraving, American;Sea poetry;Undirected
Wood-engraving, American;Storms;Undirected
Wood-engraving, American;Patriotic poetry;Undirected
Wood-engraving, American;United States;Undirected
Wood-engraving, American;Boston;Undirected
United States;Sea poetry;Undirected
United States;Storms;Undirected
United States;Patriotic poetry;Undirected
United States;Wood-engraving, American;Undirected
United States;Boston;Undirected
Green, Lucy, 1764-1785;Epidemics;Undirected
Green, Lucy, 1764-1785;Death in poetry;Undirected
Epidemics;Death in poetry;Undirected
Coffins on broadsides;Wood-engraving, American;Undirected
Coffins on broadsides;Death in poetry;Undirected
Coffins on broadsides;Drowning;Undirected
Coffins on broadsides;Accidents;Undirected
Coffins on broadsides;Newport (R.I.);Undirected
Wood-engraving, American;Death in poetry;Undirected
Wood-engraving, American;Drowning;Undirected
Wood-engraving, American;Accidents;Undirected
Wood-engraving, American;Newport (R.I.);Undirected
Death in poetry;Wood-engraving, American;Undirected
Death in poetry;Drowning;Undirected
Death in poetry;Accidents;Undirected
Death in poetry;Newport (R.I.);Undirected
Drowning;Wood-engraving, American;Undirected
Drowning;Death in poetry;Undirected
Drowning;Accidents;Undirected
Drowning;Newport (R.I.);Undirected
Accidents;Wood-engraving, American;Undirected
Accidents;Death in poetry;Undirected
Accidents;Drowning;Undirected
Accidents;Newport (R.I.);Undirected
Coffins on broadsides;Wood-engraving, American;Undirected
Coffins on broadsides;Death in poetry;Undirected
Coffins on broadsides;Drowning;Undirected
Coffins on broadsides;Accidents;Undirected
Coffins on broadsides;Newport (R.I.);Undirected
Wood-engraving, American;Death in poetry;Undirected
Wood-engraving, American;Drowning;Undirected
Wood-engraving, American;Accidents;Undirected
Wood-engraving, American;Newport (R.I.);Undirected
Death in poetry;Wood-engraving, American;Undirected
Death in poetry;Drowning;Undirected
Death in poetry;Accidents;Undirected
Death in poetry;Newport (R.I.);Undirected
Drowning;Wood-engraving, American;Undirected
Drowning;Death in poetry;Undirected
Drowning;Accidents;Undirected
Drowning;Newport (R.I.);Undirected
Accidents;Wood-engraving, American;Undirected
Accidents;Death in poetry;Undirected
Accidents;Drowning;Undirected
Accidents;Newport (R.I.);Undirected
Goldsmith, Oliver, 1730?-1774;United States;Undirected
Goldsmith, Oliver, 1730?-1774;Boston;Undirected
United States;Boston;Undirected
Sailors;Courtship;Undirected
Sailors;Marriage;Undirected
Sailors;Love songs;Undirected
Sailors;Wood-engraving, American;Undirected
Sailors;Boston;Undirected
Courtship;Marriage;Undirected
Courtship;Love songs;Undirected
Courtship;Wood-engraving, American;Undirected
Courtship;Boston;Undirected
Marriage;Courtship;Undirected
Marriage;Love songs;Undirected
Marriage;Wood-engraving, American;Undirected
Marriage;Boston;Undirected
Love songs;Courtship;Undirected
Love songs;Marriage;Undirected
Love songs;Wood-engraving, American;Undirected
Love songs;Boston;Undirected
Wood-engraving, American;Courtship;Undirected
Wood-engraving, American;Marriage;Undirected
Wood-engraving, American;Love songs;Undirected
Wood-engraving, American;Boston;Undirected
Eternity;Admonitory verses;Undirected
Eternity;German American poetry;Undirected
Admonitory verses;German American poetry;Undirected
Prophets;Judgment Day;Undirected
Prophets;Women;Undirected
Judgment Day;Women;Undirected
Goold, Polly;Death;Undirected
Goold, Polly;Wood-engraving, American;Undirected
Death;Wood-engraving, American;Undirected
Goold, Polly;Death in poetry;Undirected
Goold, Polly;Coffins on broadsides;Undirected
Death in poetry;Coffins on broadsides;Undirected
Goold, Polly;Death in poetry;Undirected
Goold, Polly;Coffins on broadsides;Undirected
Death in poetry;Coffins on broadsides;Undirected
Buechler, Magdalin;Bollman, Johannes;Undirected
Buechler, Magdalin;Religious poetry;Undirected
Buechler, Magdalin;Nostalgia;Undirected
Buechler, Magdalin;Human acts;Undirected
Buechler, Magdalin;Death in poetry;Undirected
Buechler, Magdalin;German American poetry;Undirected
Bollman, Johannes;Religious poetry;Undirected
Bollman, Johannes;Nostalgia;Undirected
Bollman, Johannes;Human acts;Undirected
Bollman, Johannes;Death in poetry;Undirected
Bollman, Johannes;German American poetry;Undirected
Religious poetry;Bollman, Johannes;Undirected
Religious poetry;Nostalgia;Undirected
Religious poetry;Human acts;Undirected
Religious poetry;Death in poetry;Undirected
Religious poetry;German American poetry;Undirected
Nostalgia;Bollman, Johannes;Undirected
Nostalgia;Religious poetry;Undirected
Nostalgia;Human acts;Undirected
Nostalgia;Death in poetry;Undirected
Nostalgia;German American poetry;Undirected
Human acts;Bollman, Johannes;Undirected
Human acts;Religious poetry;Undirected
Human acts;Nostalgia;Undirected
Human acts;Death in poetry;Undirected
Human acts;German American poetry;Undirected
Death in poetry;Bollman, Johannes;Undirected
Death in poetry;Religious poetry;Undirected
Death in poetry;Nostalgia;Undirected
Death in poetry;Human acts;Undirected
Death in poetry;German American poetry;Undirected
Taxation;Patriotic poetry;Undirected
Taxation;United States;Undirected
Taxation;Great Britain;Undirected
Taxation;Great Britain;Undirected
Taxation;Great Britain;Undirected
Patriotic poetry;United States;Undirected
Patriotic poetry;Great Britain;Undirected
Patriotic poetry;Great Britain;Undirected
Patriotic poetry;Great Britain;Undirected
United States;Patriotic poetry;Undirected
United States;Great Britain;Undirected
United States;Great Britain;Undirected
United States;Great Britain;Undirected
Great Britain;Patriotic poetry;Undirected
Great Britain;United States;Undirected
Great Britain;Patriotic poetry;Undirected
Great Britain;United States;Undirected
Jacob (Biblical patriarch);Bible. O.T.;Undirected
Jacob (Biblical patriarch);Bible;Undirected
Jacob (Biblical patriarch);Religious poetry;Undirected
Bible. O.T.;Bible;Undirected
Bible. O.T.;Religious poetry;Undirected
Bible;Bible. O.T.;Undirected
Bible;Religious poetry;Undirected
Shore, Jane, d. 1527;Prostitutes;Undirected
Whitefield, George, 1714-1770;Inspirational poetry;Undirected
Whitefield, George, 1714-1770;Wood-engraving, American;Undirected
Inspirational poetry;Wood-engraving, American;Undirected
Dean, Mary, d. 1729;Death in poetry;Undirected
Wanton, Sarah, 1666 or 7-1737;Death in poetry;Undirected
Wanton, Sarah, 1666 or 7-1737;Laudatory poetry;Undirected
Death in poetry;Laudatory poetry;Undirected
Vernon, Edward, 1684-1757;Battles;Undirected
Vernon, Edward, 1684-1757;Patriotic poetry;Undirected
Vernon, Edward, 1684-1757;Wood-engraving, American;Undirected
Vernon, Edward, 1684-1757;United States;Undirected
Vernon, Edward, 1684-1757;Great Britain;Undirected
Vernon, Edward, 1684-1757;Boston;Undirected
Battles;Patriotic poetry;Undirected
Battles;Wood-engraving, American;Undirected
Battles;United States;Undirected
Battles;Great Britain;Undirected
Battles;Boston;Undirected
Patriotic poetry;Battles;Undirected
Patriotic poetry;Wood-engraving, American;Undirected
Patriotic poetry;United States;Undirected
Patriotic poetry;Great Britain;Undirected
Patriotic poetry;Boston;Undirected
Wood-engraving, American;Battles;Undirected
Wood-engraving, American;Patriotic poetry;Undirected
Wood-engraving, American;United States;Undirected
Wood-engraving, American;Great Britain;Undirected
Wood-engraving, American;Boston;Undirected
United States;Battles;Undirected
United States;Patriotic poetry;Undirected
United States;Wood-engraving, American;Undirected
United States;Great Britain;Undirected
United States;Boston;Undirected
Great Britain;Battles;Undirected
Great Britain;Patriotic poetry;Undirected
Great Britain;Wood-engraving, American;Undirected
Great Britain;United States;Undirected
Great Britain;Boston;Undirected
Religious poetry;Booksellers and bookselling;Undirected
Religious poetry;Boston;Undirected
Booksellers and bookselling;Boston;Undirected
Fall of man;Christian life;Undirected
Fall of man;Religious poetry;Undirected
Christian life;Religious poetry;Undirected
Death in poetry;Murder;Undirected
Death in poetry;Conflict (Psychology) in literature;Undirected
Murder;Conflict (Psychology) in literature;Undirected
Sprout, Hannah;Marriage;Undirected
Courtship;Truthfulness and falsehood;Undirected
Burt, Nathaniel, 1711-1755;Death in poetry;Undirected
Burt, Nathaniel, 1711-1755;United States;Undirected
Death in poetry;United States;Undirected
Wood-engraving, American;Coffins on broadsides;Undirected
Wood-engraving, American;Death in poetry;Undirected
Wood-engraving, American;Boston;Undirected
Coffins on broadsides;Death in poetry;Undirected
Coffins on broadsides;Boston;Undirected
Death in poetry;Coffins on broadsides;Undirected
Death in poetry;Boston;Undirected
Thayer, Sarah, d. 1787;Thayer, Ephraim;Undirected
Death in poetry;God;Undirected
Death in poetry;Children;Undirected
God;Children;Undirected
Barlow, Joel, 1754-1812;United States;Undirected
Barlow, Joel, 1754-1812;United States;Undirected
Sandborn, Jeremiah, 1739-1823;Admonitory verses;Undirected
Sandborn, Jeremiah, 1739-1823;Death in poetry;Undirected
Sandborn, Jeremiah, 1739-1823;Providence and government of God;Undirected
Sandborn, Jeremiah, 1739-1823;Coffins on broadsides;Undirected
Sandborn, Jeremiah, 1739-1823;Epidemics;Undirected
Admonitory verses;Death in poetry;Undirected
Admonitory verses;Providence and government of God;Undirected
Admonitory verses;Coffins on broadsides;Undirected
Admonitory verses;Epidemics;Undirected
Death in poetry;Admonitory verses;Undirected
Death in poetry;Providence and government of God;Undirected
Death in poetry;Coffins on broadsides;Undirected
Death in poetry;Epidemics;Undirected
Providence and government of God;Admonitory verses;Undirected
Providence and government of God;Death in poetry;Undirected
Providence and government of God;Coffins on broadsides;Undirected
Providence and government of God;Epidemics;Undirected
Coffins on broadsides;Admonitory verses;Undirected
Coffins on broadsides;Death in poetry;Undirected
Coffins on broadsides;Providence and government of God;Undirected
Coffins on broadsides;Epidemics;Undirected
Murder;Religious poetry;Undirected
Murder;Cranston (R.I.);Undirected
Religious poetry;Cranston (R.I.);Undirected
Massachusetts Charitable Fire Society (Boston, Mass.);Charities;Undirected
Holt, Daniel;Admonitory verses;Undirected
Holt, Daniel;Accidents;Undirected
Holt, Daniel;Tree felling;Undirected
Holt, Daniel;Death in poetry;Undirected
Admonitory verses;Accidents;Undirected
Admonitory verses;Tree felling;Undirected
Admonitory verses;Death in poetry;Undirected
Accidents;Admonitory verses;Undirected
Accidents;Tree felling;Undirected
Accidents;Death in poetry;Undirected
Tree felling;Admonitory verses;Undirected
Tree felling;Accidents;Undirected
Tree felling;Death in poetry;Undirected
May, Ephraim, 1728-1797;Death in poetry;Undirected
May, Ephraim, 1728-1797;Future life;Undirected
Death in poetry;Future life;Undirected
Death in poetry;Admonitory verses;Undirected
Death in poetry;Drowning;Undirected
Death in poetry;Coffins on broadsides;Undirected
Death in poetry;Accidents;Undirected
Admonitory verses;Drowning;Undirected
Admonitory verses;Coffins on broadsides;Undirected
Admonitory verses;Accidents;Undirected
Drowning;Admonitory verses;Undirected
Drowning;Coffins on broadsides;Undirected
Drowning;Accidents;Undirected
Coffins on broadsides;Admonitory verses;Undirected
Coffins on broadsides;Drowning;Undirected
Coffins on broadsides;Accidents;Undirected
Russell, Thomas, 1740-1796;Memorial tribute;Undirected
Fathers and daughters;Women;Undirected
Fathers and daughters;Prisoners;Undirected
Fathers and daughters;Boston;Undirected
Women;Prisoners;Undirected
Women;Boston;Undirected
Prisoners;Women;Undirected
Prisoners;Boston;Undirected
German American poetry;New Year;Undirected
Welch, Nancy, 1767-1807;Christian life;Undirected
Welch, Nancy, 1767-1807;Women poets, American;Undirected
Welch, Nancy, 1767-1807;Poets, Blind;Undirected
Christian life;Women poets, American;Undirected
Christian life;Poets, Blind;Undirected
Women poets, American;Christian life;Undirected
Women poets, American;Poets, Blind;Undirected
Welch, Nancy, 1767-1807;Christian life;Undirected
Welch, Nancy, 1767-1807;Women poets, American;Undirected
Welch, Nancy, 1767-1807;Poets, Blind;Undirected
Christian life;Women poets, American;Undirected
Christian life;Poets, Blind;Undirected
Women poets, American;Christian life;Undirected
Women poets, American;Poets, Blind;Undirected
Jesus Christ;Hymns;Undirected
Jesus Christ;Wood-engraving, American;Undirected
Jesus Christ;Boston;Undirected
Jesus Christ;Hymns;Undirected
Jesus Christ;Wood-engraving, American;Undirected
Jesus Christ;Boston;Undirected
Hymns;Jesus Christ;Undirected
Hymns;Wood-engraving, American;Undirected
Hymns;Boston;Undirected
Wood-engraving, American;Jesus Christ;Undirected
Wood-engraving, American;Hymns;Undirected
Wood-engraving, American;Boston;Undirected
Narrative poetry;Symbolism;Undirected
Narrative poetry;National characteristics, English;Undirected
Narrative poetry;Wood-engraving, American;Undirected
Symbolism;National characteristics, English;Undirected
Symbolism;Wood-engraving, American;Undirected
National characteristics, English;Symbolism;Undirected
National characteristics, English;Wood-engraving, American;Undirected
Admonitory verses;Sabbath;Undirected
Admonitory verses;Boating accidents;Undirected
Admonitory verses;Drowning;Undirected
Admonitory verses;Wood-engraving, American;Undirected
Admonitory verses;Coffins on broadsides;Undirected
Admonitory verses;Storms;Undirected
Admonitory verses;Boston;Undirected
Sabbath;Boating accidents;Undirected
Sabbath;Drowning;Undirected
Sabbath;Wood-engraving, American;Undirected
Sabbath;Coffins on broadsides;Undirected
Sabbath;Storms;Undirected
Sabbath;Boston;Undirected
Boating accidents;Sabbath;Undirected
Boating accidents;Drowning;Undirected
Boating accidents;Wood-engraving, American;Undirected
Boating accidents;Coffins on broadsides;Undirected
Boating accidents;Storms;Undirected
Boating accidents;Boston;Undirected
Drowning;Sabbath;Undirected
Drowning;Boating accidents;Undirected
Drowning;Wood-engraving, American;Undirected
Drowning;Coffins on broadsides;Undirected
Drowning;Storms;Undirected
Drowning;Boston;Undirected
Wood-engraving, American;Sabbath;Undirected
Wood-engraving, American;Boating accidents;Undirected
Wood-engraving, American;Drowning;Undirected
Wood-engraving, American;Coffins on broadsides;Undirected
Wood-engraving, American;Storms;Undirected
Wood-engraving, American;Boston;Undirected
Coffins on broadsides;Sabbath;Undirected
Coffins on broadsides;Boating accidents;Undirected
Coffins on broadsides;Drowning;Undirected
Coffins on broadsides;Wood-engraving, American;Undirected
Coffins on broadsides;Storms;Undirected
Coffins on broadsides;Boston;Undirected
Storms;Sabbath;Undirected
Storms;Boating accidents;Undirected
Storms;Drowning;Undirected
Storms;Wood-engraving, American;Undirected
Storms;Coffins on broadsides;Undirected
Storms;Boston;Undirected
Mayo, David, d. 1791;Drowning;Undirected
Mayo, David, d. 1791;Disasters;Undirected
Mayo, David, d. 1791;Death in poetry;Undirected
Drowning;Disasters;Undirected
Drowning;Death in poetry;Undirected
Disasters;Drowning;Undirected
Disasters;Death in poetry;Undirected
Religion in literature;Religion and state;Undirected
Hymns;Death in poetry;Undirected
Adams, John, 1735-1826;Washington, George, 1732-1799;Undirected
Adams, John, 1735-1826;Washington, Martha, 1731-1802;Undirected
Washington, George, 1732-1799;Washington, Martha, 1731-1802;Undirected
Kidd, William, d. 1701;Crime;Undirected
Kidd, William, d. 1701;Conduct of life;Undirected
Kidd, William, d. 1701;Seafaring life;Undirected
Kidd, William, d. 1701;Wood-engraving, American;Undirected
Kidd, William, d. 1701;Admonitory verses;Undirected
Crime;Conduct of life;Undirected
Crime;Seafaring life;Undirected
Crime;Wood-engraving, American;Undirected
Crime;Admonitory verses;Undirected
Conduct of life;Crime;Undirected
Conduct of life;Seafaring life;Undirected
Conduct of life;Wood-engraving, American;Undirected
Conduct of life;Admonitory verses;Undirected
Seafaring life;Crime;Undirected
Seafaring life;Conduct of life;Undirected
Seafaring life;Wood-engraving, American;Undirected
Seafaring life;Admonitory verses;Undirected
Wood-engraving, American;Crime;Undirected
Wood-engraving, American;Conduct of life;Undirected
Wood-engraving, American;Seafaring life;Undirected
Wood-engraving, American;Admonitory verses;Undirected
Revival hymnsReligious poetry;Providence and government of God;Undirected
Christian life;God;Undirected
Christian life;Death in poetry;Undirected
God;Death in poetry;Undirected
New Year's greetings;Newspapers;Undirected
Burr, Nancy, 1765?-1785;Burr, Timothy;Undirected
Burr, Nancy, 1765?-1785;Death in poetry;Undirected
Burr, Nancy, 1765?-1785;Coffins on broadsides;Undirected
Burr, Timothy;Death in poetry;Undirected
Burr, Timothy;Coffins on broadsides;Undirected
Death in poetry;Burr, Timothy;Undirected
Death in poetry;Coffins on broadsides;Undirected
Political satire;United States;Undirected
Fall of man;Salvation;Undirected
Becket, Sarah;Drowning;Undirected
Becket, Sarah;Boating accidents;Undirected
Becket, Sarah;Drowning victims;Undirected
Becket, Sarah;Death in poetry;Undirected
Becket, Sarah;Coffins on broadsides;Undirected
Drowning;Boating accidents;Undirected
Drowning;Drowning victims;Undirected
Drowning;Death in poetry;Undirected
Drowning;Coffins on broadsides;Undirected
Boating accidents;Drowning;Undirected
Boating accidents;Drowning victims;Undirected
Boating accidents;Death in poetry;Undirected
Boating accidents;Coffins on broadsides;Undirected
Drowning victims;Drowning;Undirected
Drowning victims;Boating accidents;Undirected
Drowning victims;Death in poetry;Undirected
Drowning victims;Coffins on broadsides;Undirected
Death in poetry;Drowning;Undirected
Death in poetry;Boating accidents;Undirected
Death in poetry;Drowning victims;Undirected
Death in poetry;Coffins on broadsides;Undirected
Becket, Sarah;Drowning;Undirected
Becket, Sarah;Boating accidents;Undirected
Becket, Sarah;Drowning victims;Undirected
Becket, Sarah;Death in poetry;Undirected
Becket, Sarah;Coffins on broadsides;Undirected
Drowning;Boating accidents;Undirected
Drowning;Drowning victims;Undirected
Drowning;Death in poetry;Undirected
Drowning;Coffins on broadsides;Undirected
Boating accidents;Drowning;Undirected
Boating accidents;Drowning victims;Undirected
Boating accidents;Death in poetry;Undirected
Boating accidents;Coffins on broadsides;Undirected
Drowning victims;Drowning;Undirected
Drowning victims;Boating accidents;Undirected
Drowning victims;Death in poetry;Undirected
Drowning victims;Coffins on broadsides;Undirected
Death in poetry;Drowning;Undirected
Death in poetry;Boating accidents;Undirected
Death in poetry;Drowning victims;Undirected
Death in poetry;Coffins on broadsides;Undirected
Fathers and daughters;Prisoners;Undirected
United States;Providence (R.I.);Undirected
Missionaries;Apologetics;Undirected
Missionaries;Christian poetry;Undirected
Apologetics;Christian poetry;Undirected
Washington, George, 1732-1799;Patriotic poetryUnited States;Undirected
English language;Booksellers' catalogs;Undirected
English language;Booksellers' catalogs;Undirected
English language;Booksellers' catalogs;Undirected
Readers;Elocution;Undirected
Readers;Elocution;Undirected
Readers;Elocution;Undirected
Readers;Elocution;Undirected
Jesus Christ;Baptism;Undirected
Jesus Christ;Baptism;Undirected
Readers;Elocution;Undirected
Readers;Elocution;Undirected
Readers;Elocution;Undirected
Antonia Luca del Espritu Santo, madre, b. 1646;Monasterio del seor San Joaquin de religiosas Nazarenas Carmelitas Descalzas (Convent : Lima);Undirected
Mara Antonia de San Joseph, madre, 1708-1781;Sermons;Undirected
Union, Conde de la, d. 1794;Sermons;Undirected
Catholic Church;Protestantism;Undirected
Catholic Church;Protestantism;Undirected
Catholic Church;Protestantism;Undirected
Catholic Church;Protestantism;Undirected
Protestantism;Catholic Church;Undirected
New France;United States;Undirected
New France;Canada;Undirected
United States;Canada;Undirected
Mendoza, Gregorio de, 1690-1769;Sermons;Undirected
Guilds;Candle industry;Undirected
Catholic Church;Peru. Ejrcito;Undirected
Catholic Church;Peru;Undirected
Catholic Church;Peru;Undirected
Peru. Ejrcito;Peru;Undirected
Peru. Ejrcito;Peru;Undirected
Peru;Peru. Ejrcito;Undirected
Aristotle. Organon. Latin;Duns Scotus, John, ca. 1266-1308;Undirected
Aristotle. Organon. Latin;Logic;Undirected
Duns Scotus, John, ca. 1266-1308;Logic;Undirected
Acadians;Broadsides, etc.;Undirected
Acadians;United States;Undirected
Broadsides, etc.;United States;Undirected
Almanacs, Argentinian;Almanacs;Undirected
Braddock's Campaign, 1755;United States;Undirected
Braddock's Campaign, 1755;Ohio;Undirected
Braddock's Campaign, 1755;Great Britain;Undirected
Braddock's Campaign, 1755;France;Undirected
United States;Ohio;Undirected
United States;Great Britain;Undirected
United States;France;Undirected
Ohio;United States;Undirected
Ohio;Great Britain;Undirected
Ohio;France;Undirected
Great Britain;United States;Undirected
Great Britain;Ohio;Undirected
Great Britain;France;Undirected
Braddock's Campaign, 1755;United States;Undirected
Braddock's Campaign, 1755;Ohio;Undirected
Braddock's Campaign, 1755;Great Britain;Undirected
Braddock's Campaign, 1755;France;Undirected
United States;Ohio;Undirected
United States;Great Britain;Undirected
United States;France;Undirected
Ohio;United States;Undirected
Ohio;Great Britain;Undirected
Ohio;France;Undirected
Great Britain;United States;Undirected
Great Britain;Ohio;Undirected
Great Britain;France;Undirected
Logic;Booksellers' catalogs;Undirected
Hume, David, 1711-1776;Agriculture;Undirected
Hume, David, 1711-1776;Booksellers' catalogs;Undirected
Hume, David, 1711-1776;Africa;Undirected
Hume, David, 1711-1776;Asia;Undirected
Agriculture;Booksellers' catalogs;Undirected
Agriculture;Africa;Undirected
Agriculture;Asia;Undirected
Booksellers' catalogs;Agriculture;Undirected
Booksellers' catalogs;Africa;Undirected
Booksellers' catalogs;Asia;Undirected
Africa;Agriculture;Undirected
Africa;Booksellers' catalogs;Undirected
Africa;Asia;Undirected
Universities and colleges;Education, Higher;Undirected
Universities and colleges;Education, Higher;Undirected
Churching of women;Broadsides, etc.;Undirected
Fitch, John, 1743-1798. Map of the north west parts of the United States .Map industry and trade;Steam-navigation;Undirected
Fitch, John, 1743-1798. Map of the north west parts of the United States .Map industry and trade;Broadsides, etc.;Undirected
Steam-navigation;Broadsides, etc.;Undirected
George III, King of Great Britain, 1738-1820;American poetry;Undirected
George III, King of Great Britain, 1738-1820;American poetry;Undirected
Criticism;Style, Literary;Undirected
Life (Biology);Vitality;Undirected
Teresa, of Avila, Saint, 1515-1582;Novenas;Undirected
Teresa, of Avila, Saint, 1515-1582;Novenas;Undirected
